X,Y,OBJECTID,CafeID,InspectionID,CafeName,InspectionDate,Status,PermitNumber,ABRANumber,COONumber,COUNumber,CafeDescription,HasSitePlan,HasABRALicense,HasCOO,HasCOU,NumberOfTables,NumberOfADATables,TableSize,NumberOfChairs,HasFence,IsVisibleToPublic,HasCovering,NumberOfUmbrella,UmbrellaClearanceWhenOpen,ClearanceOfAwning,FenceHeight,NumberOfGates,WidthOfGate,GateTypeCode,HeightOfPlanter,OtherBorder,WidthOfCafe,DepthOfCafe,TotalSquareFootage,WidthOfAisle,LengthOfClearSidewalkPath,DistanceToNearestIntersection,NameOfIntersection,DistanceToNearestCrosswalk,HasStreetTreeWithIn20ft,IsTreeGratedWithIn20ft,HasBusStopWithIn20ft,HasBusShelterWithIn20ft,HasStreetLightWithIn20ft,HasTrashCanWithIn20ft,HasTrafficSignalWithIn20ft,HasParkingMeterWithIn20ft,HasLoadingZoneWithIn20FtOfCurb,HasMetParkingWithIn20FtOfCurb,HasEnteranceWithIn20FtOfCurb,HasBusZoneWithIn20FtOfCurb,HasNoParkingWithIn20FtOfCurb,HasRushHourAM,HasRushHourPM,ValetParkingName,ValetParkingManager,ValetParkingPermitNumber,ValetParkingSpace,HasValetParkingSign,ParkingSignTypeID,HasFollowUpAppt,DoesCafeOperateInJanuary,DoesCafeOperateInFebruary,DoesCafeOperateInMarch,DoesCafeOperateInApril,DoesCafeOperateInMay,DoesCafeOperateInJune,DoesCafeOperateInJuly,DoesCafeOperateInAugust,DoesCafeOperateInSeptember,DoesCafeOperateInOctober,DoesCafeOperateInNovember,DoesCafeOperateInDecember,StartHourForOpening1,EndHourForOpening1,OperatesOnSunInOpening1,OperatesOnMonInOpening1,OperatesOnTueInOpening1,OperatesOnWedInOpening1,OperatesOnThuInOpening1,OperatesOnFriInOpening1,OperatesOnSatInOpening1,StartHourForOpening2,EndHourForOpening2,OperatesOnSunInOpening2,OperatesOnMonInOpening2,OperatesOnTueInOpening2,OperatesOnWedInOpening2,OperatesOnThuInOpening2,OperatesOnFriInOpening2,OperatesOnSatInOpening2,StartHourOfValetOpening1,EndHourOfValetOpening1,ValetOperatesOnSunInOpening1,ValetOperatesOnMonInOpening1,ValetOperatesOnTueInOpening1,ValetOperatesOnWedInOpening1,ValetOperatesOnThuInOpening1,ValetOperatesOnFriInOpening1,ValetOperatesOnSatInOpening1,StartHourOfValetOpening2,EndHourOfValetOpening2,ValetOperatesOnSunInOpening2,ValetOperatesOnMonInOpening2,ValetOperatesOnTueInOpening2,ValetOperatesOnWedInOpening2,ValetOperatesOnThuInOpening2,ValetOperatesOnFriInOpening2,ValetOperatesOnSatInOpening2,LastUpdateDate,Address,Ward,Quadrant,ANC,SMD,Zoning,ZipCode,NeighborhoodClusters,NeighborhoodNames,BID,AWI,EDZ,NIF,HistoricDistrict,PUD,CFAR,PSA,PD,XCoord,YCoord,OwnerName,InspectionComment,Longitude,Latitude
-77.021489469641736,38.894306205176001,11,1004,1005,Top Shelf,2012-10-01T11:21:29.000Z,Unknown,PA38203,,11097490,,Unenclosed,1,0,1,0,32,,2x2,62,1,0,1,2,7,10,32,3,4,Movable,2,,26,36,936,3,2,40,7th Street & Indiana Avenue NW,40,1,0,0,0,1,1,0,1,1,1,1,0,1,0,0,,,,,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,11:00 AM,11:00 PM,1,1,1,1,1,1,1,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,2012-10-01T11:14:47.000Z,639 INDIANA AVENUE NW,2,NW,6C,6C09,,20004,Cluster 8,Penn Quarter,Downtown BID,,,,Downtown Historic District,,,102,1,398135.97,136272.6,Top Shelf,,-80.03893436,38.85475297
-77.021489469641736,38.894306205176001,12,1004,1290,Top Shelf,2012-12-10T12:59:20.000Z,Unknown,PA38203,,11097490,,Unenclosed,0,0,1,0,32,,2x2,62,1,0,1,2,7,10,32,3,4,Movable,2,,26,36,936,3,2,40,7th Street & Indiana Avenue NW,40,1,0,0,0,1,1,0,1,1,1,1,0,1,0,0,,,,,0,,0,1,1,1,1,1,1,1,1,1,1,1,1,11:00 AM,11:00 PM,1,1,1,1,1,1,1,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,2012-10-01T11:14:47.000Z,639 INDIANA AVENUE NW,2,NW,6C,6C09,,20004,Cluster 8,Penn Quarter,Downtown BID,,,,Downtown Historic District,,,102,1,398135.97,136272.6,Top Shelf,,-80.03893436,38.85475297
-76.994659852665251,38.883522869751019,13,1006,1225,The Old Siam,2012-11-27T12:01:07.000Z,Unknown,P009355,,88029,,Unenclosed,0,0,1,0,8,,2x2,26,1,1,0,,,,6,,5,Movable,36,,40,10,400,4,7.7,,,,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,,,,,0,,0,1,1,1,1,1,1,1,1,1,1,1,1,11:00 AM,11:00 PM,1,1,1,1,1,1,1,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,2012-11-27T11:59:54.000Z,406 8TH STREET SE,6,SE,6B,6B04,CHC/C-2-A,20003,Cluster 26,Capitol Hill,Capitol Hill BID,,,,Capitol Hill Historic District,,,107,1,400463.53,135075.36,The Old Siam,,-80.05225882,38.84361396
-76.994659852665251,38.883522869751019,14,1006,1006,The Old Siam,2012-10-01T12:07:43.000Z,Unknown,B410669,,B145253,,Unenclosed,0,0,1,0,,,,,0,1,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,2012-11-27T11:59:54.000Z,406 8TH STREET SE,6,SE,6B,6B04,CHC/C-2-A,20003,Cluster 26,Capitol Hill,Capitol Hill BID,,,,Capitol Hill Historic District,,,107,1,400463.53,135075.36,The Old Siam,,-80.05225882,38.84361396
-76.994659852665251,38.883522869751019,15,1006,1010,The Old Siam,2012-10-01T13:26:39.000Z,Unknown,P009355,,88029,,Unenclosed,0,0,1,0,8,,2x2,26,1,1,0,,,,3,,4,Movable,3,,39,12,468,5,,100,8th & D Streets SE,90,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,,,,,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,11:00 AM,11:00 PM,1,1,1,1,1,1,1,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,2012-11-27T11:59:54.000Z,406 8TH STREET SE,6,SE,6B,6B04,CHC/C-2-A,20003,Cluster 26,Capitol Hill,Capitol Hill BID,,,,Capitol Hill Historic District,,,107,1,400463.53,135075.36,The Old Siam,,-80.05225882,38.84361396
-76.994659852665251,38.883522869751019,16,1006,1041,The Old Siam,2012-10-04T12:44:50.000Z,Unknown,P009355,,88029,,Unenclosed,0,0,1,0,8,,2x2,26,1,1,0,,,,6,,5,Movable,36,,40,10,400,4,7.7,,,,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,,,,,0,,0,1,1,1,1,1,1,1,1,1,1,1,1,11:00 AM,11:00 PM,1,1,1,1,1,1,1,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,2012-11-27T11:59:54.000Z,406 8TH STREET SE,6,SE,6B,6B04,CHC/C-2-A,20003,Cluster 26,Capitol Hill,Capitol Hill BID,,,,Capitol Hill Historic District,,,107,1,400463.53,135075.36,The Old Siam,,-80.05225882,38.84361396
-77.027304003964403,38.895971718897663,17,1007,1275,Harry's,2012-12-10T11:03:14.000Z,Unknown,,021562,0800158,1200177,Unenclosed,1,1,1,1,20,,2x3,72,1,0,1,2,7,,,,6,Movable,2,,100,9,900,2,10,70,11th st nw,70,1,0,1,0,0,0,0,1,1,1,0,1,1,1,1,,,,,0,,0,1,1,1,1,1,1,1,1,1,1,1,1,11:00 AM, 2:00 AM,1,1,1,1,1,1,1,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,2012-10-01T12:11:32.000Z,436 11TH STREET NW,2,NW,2C,2C03,,20004,Cluster 8,Downtown,Downtown BID,,,,Pennsylvania Avenue National Historic Site,,,101,1,397631.61,136457.62,Harry's,,-80.03687485,38.85647424
-77.027585111969628,38.896740246896954,18,1008,1012,Potbelly,2012-10-01T13:38:09.000Z,Unknown,P009355,,88029,,Unenclosed,0,1,1,0,8,,2x2,26,1,1,1,,,,3,,4,Movable,3,,39,12,468,5,,100,8th & D Streets SE,90,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,11:00 AM,11:00 PM,1,1,1,1,1,1,1,11:00 AM, 6:00 PM,1,0,0,0,0,0,1,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,2012-10-01T13:28:18.000Z,555 12TH STREET NW,2,NW,2C,2C03,DD/C-4,20004,Cluster 8,Downtown,Downtown BID,,,,,,,101,1,397607.25,136542.94,Potbelly,,-80.03592509,38.85726798
-77.027585111969628,38.896740246896954,19,1008,1283,Potbelly,2012-12-10T11:59:58.000Z,Unknown,p617415,,,,Unenclosed,1,0,0,0,8,,2x2,16,1,0,0,,,,,,4,Movable,3,,50,11,550,3,8,35,f st nw,35,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,,,,,0,,0,1,1,1,1,1,1,1,1,1,1,1,1, 7:00 AM, 8:00 PM,1,1,1,1,1,1,1,11:00 AM, 6:00 PM,1,0,0,0,0,0,1,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,2012-10-01T13:28:18.000Z,555 12TH STREET NW,2,NW,2C,2C03,DD/C-4,20004,Cluster 8,Downtown,Downtown BID,,,,,,,101,1,397607.25,136542.94,Potbelly,had to wait for timer on valt to open to obtain paperwork.   I also told them that they have to much public space occupied.,-80.03592509,38.85726798
-77.040333887497511,38.898540285364398,20,1009,1013,Change,2012-10-01T13:45:42.000Z,Unknown,PA48116,001269,110164,1200023,Unenclosed,0,1,1,1,46,,3x3,168,1,1,1,20,7,,3.5,,8,Movable,,,97,37,3589,3,10,210,17th & G Streets NW,210,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,,,,,0,,1,0,0,0,1,1,1,1,1,1,1,0,0,11:00 AM,11:00 PM,0,1,1,1,1,1,1,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,2012-10-01T13:40:03.000Z,1719 G STREET NW,2,NW,2A,2A01,C-4,20006,Cluster 5,Golden Triangle,Golden Triangle BID,,,,,,,207,2,396501.41,136743.17,Change,,-80.0336961,38.85913069
-77.040333887497511,38.898540285364398,21,1009,1351,Change,2012-12-19T10:59:39.000Z,Unknown,PA48116,,110164,,Unenclosed,0,1,1,0,46,,3x3,168,1,1,1,20,7,,3.5,,8,Movable,,,97,37,3589,3,10,210,17th & G Streets NW,210,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,,,,,0,,0,0,0,0,1,1,1,1,1,1,1,0,0,11:00 AM,11:00 PM,0,1,1,1,1,1,1,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,2012-10-01T13:40:03.000Z,1719 G STREET NW,2,NW,2A,2A01,C-4,20006,Cluster 5,Golden Triangle,Golden Triangle BID,,,,,,,207,2,396501.41,136743.17,Change,,-80.0336961,38.85913069
-77.037604360998287,38.901723129525649,22,1010,1387,BLT Steak,2013-01-09T10:34:38.000Z,Unknown,PA425917,,131014,,,0,1,1,0,12,,3x3,28,1,1,1,4,8,,3,,,Movable,4,,52,8,416,3,7,165,16th & I Streets NW,165,1,1,0,0,1,1,0,0,0,1,0,0,1,1,1,,,,,0,,0,0,0,0,0,1,1,1,1,1,1,0,0,11:00 AM,11:00 PM,0,1,1,0,0,1,1,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,2012-10-01T13:47:54.000Z,1625 I STREET NW,2,NW,2B,2B05,C-4,20006,Cluster 6,Golden Triangle,Golden Triangle BID,,,,,,,207,2,396738.33,137096.39,BLT Steak,,-80.02976373,38.86241655
-77.037604360998287,38.901723129525649,23,1010,1014,BLT Steak,2012-10-01T13:52:39.000Z,Unknown,PA425917,075274,131014,,,0,1,1,0,12,,3x3,28,1,1,1,4,8,,3,,,Movable,4,,52,8,416,3,7,165,16th & I Streets NW,165,1,1,0,0,1,1,0,0,0,1,0,0,1,1,1,,,,,0,,1,0,0,0,0,1,1,1,1,1,1,0,0,11:00 AM,11:00 PM,0,1,1,0,0,1,1,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,2012-10-01T13:47:54.000Z,1625 I STREET NW,2,NW,2B,2B05,C-4,20006,Cluster 6,Golden Triangle,Golden Triangle BID,,,,,,,207,2,396738.33,137096.39,BLT Steak,,-80.02976373,38.86241655
-77.023575395460696,38.901129819214013,24,1011,1015,901 Restaurant & Bar,2012-10-01T14:35:19.000Z,Unknown,PA63900,,1101992,,Unenclosed,1,0,1,0,17,,2x2,52,1,0,1,7,15,,3,,4,Movable,,,80,11,880,6,8,37,9th & I Streets NW,21,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,,,,,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,11:00 AM,12:00 AM,1,1,1,1,1,1,1,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,2012-10-01T14:31:07.000Z,901 9TH STREET NW,2,NW,2C,2C03,,20001,Cluster 8,Downtown,Downtown BID,,,,,,,102,1,397955.21,137030.12,901 Restaurant & Bar,,-80.03050154,38.86180007
-77.023575395460696,38.901129819214013,25,1011,1302,901 Restaurant & Bar,2012-12-11T12:06:11.000Z,Unknown,PA63900,,1101992,,Unenclosed,0,0,1,0,17,,2x2,52,1,0,1,7,15,,3,,4,Movable,,,80,11,880,6,8,37,9th & I Streets NW,21,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,,,,,0,,0,1,1,1,1,1,1,1,1,1,1,1,1,11:00 AM,12:00 AM,1,1,1,1,1,1,1,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,2012-10-01T14:31:07.000Z,901 9TH STREET NW,2,NW,2C,2C03,,20001,Cluster 8,Downtown,Downtown BID,,,,,,,102,1,397955.21,137030.12,901 Restaurant & Bar,,-80.03050154,38.86180007
-76.994719634649101,38.882444118146282,26,1012,1016,Trattoria Albento's,2012-10-01T16:54:30.000Z,Unknown,PA12890,,,1200124,Unenclosed,0,0,0,1,9,,2x2,18,1,1,1,3,10,,3,,3,Movable,,,33,11,363,3,6.5,55,8th & E Sts SE,50,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,,,,,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,11:00 AM,10:00 PM,1,1,1,1,1,1,1,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,2012-10-01T16:49:32.000Z,506 8TH STREET SE,6,SE,6B,6B04,,20003,Cluster 26,Capitol Hill,Capitol Hill BID,,,,Capitol Hill Historic District,,,107,1,400458.35,134955.61,Trattoria Albento's,,-80.05359133,38.84249973
-76.994719634649101,38.882444118146282,27,1012,1277,Trattoria Albento's,2012-12-10T11:13:02.000Z,Unknown,PA12890,,,,Unenclosed,0,0,0,0,9,,2x2,18,1,1,1,3,10,,3,,3,Movable,,,33,11,363,3,6.5,55,8th & E Sts SE,50,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,,,,,0,,0,1,1,1,1,1,1,1,1,1,1,1,1,11:00 AM,10:00 PM,1,1,1,1,1,1,1,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,2012-10-01T16:49:32.000Z,506 8TH STREET SE,6,SE,6B,6B04,,20003,Cluster 26,Capitol Hill,Capitol Hill BID,,,,Capitol Hill Historic District,,,107,1,400458.35,134955.61,Trattoria Albento's,,-80.05359133,38.84249973
